black,white,b_time,w_time,winner,rounds
Philip,Eric,2.2178627000000226,9.253425300000007,Philip,42
Eric,Philip,7.451838400000007,14.418990499999992,Eric,54
Philip,Eric,10.511877500000026,11.349767000000014,draw,59
Eric,Philip,12.290399599999986,14.5932447,draw,59
Philip,Eric,5.26202619999998,2.5670080000000155,Eric,29
Eric,Philip,2.583838499999999,10.890446900000029,Philip,43
Philip,Eric,1.8627178000000413,3.9338892999999615,Philip,20
Eric,Philip,12.539790200000056,13.246751500000045,draw,59
Philip,Eric,11.174344800000114,9.514316500000035,draw,59
Eric,Philip,4.696976699999965,12.90176710000003,Eric,40
Philip,Eric,19.25741670000002,6.7699046000000465,Eric,57
Eric,Philip,11.618592200000023,15.073650800000024,draw,59
Philip,Eric,6.467930900000056,11.604715199999845,Philip,48
Eric,Philip,4.450231599999995,11.752296599999966,Philip,41
Philip,Eric,5.455615099999932,4.955822500000011,Eric,25
Eric,Philip,12.97953659999996,12.50874790000006,draw,59
Philip,Eric,19.03683120000005,7.489698799999985,draw,59
Eric,Philip,5.947050599999955,14.03185220000006,Eric,46
Philip,Jane,11.648224400000002,5.358126400000002,Jane,49
Jane,Philip,25.10431519999998,8.792450500000015,draw,59
Philip,Jane,12.128813100000002,17.481323800000034,draw,59
Jane,Philip,11.688520900000029,7.4882377999999505,Jane,42
Philip,Jane,6.703969000000072,18.638065499999968,Jane,41
Jane,Philip,17.14974480000005,16.57655969999992,draw,59
Philip,Jane,10.790785100000022,23.141735799999992,Jane,51
Jane,Philip,6.379605600000048,3.4649598999999967,Jane,20
Philip,Jane,10.886277099999944,12.942897300000084,Jane,51
Jane,Philip,16.550162399999977,6.726607300000069,Philip,39
Philip,Jane,8.53883549999992,15.753029999999967,Jane,43
Jane,Philip,24.15782439999981,13.814615599999911,draw,59
Philip,Jane,11.250644499999794,9.065016800000024,Jane,47
Jane,Philip,12.616320499999915,2.916018699999995,Jane,30
Philip,Jane,10.885816600000112,8.618064799999843,Jane,45
Jane,Philip,7.169323000000077,9.99006619999983,Jane,38
Philip,Jane,8.395052799999746,12.441121200000055,Jane,39
Jane,Philip,10.313382599999898,4.927431800000022,Jane,28
Philip,Jane,15.426510899999982,10.73800379999983,Jane,49
Jane,Philip,12.374106100000006,7.345638600000143,Jane,34
